QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AttitudePitch,AttitudeRoll,AttitudeYaw,GravitationalAccelerationX,GravitationalAccelerationY,GravitationalAccelerationZ,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
-0.06312875103090508,-0.029932164602486197,-1.1552942102313744e-18,0.997556495377631,-0.126284382248828,-0.06023383527218948,-0.0038095056349464183,-0.059718094766139984,0.12594908475875854,-0.9902376532554626,-0.13180464506149292,0.01554528996348381,0.10683548450469971,0.15127700567245483,-2.3953611850738525,-0.22724400460720062
-0.06117827850049057,-0.055876927319272504,0.0012836459567838877,0.9965608226618664,-0.12238448647987367,-0.11228635477211268,-0.004310701637056598,-0.11121249198913574,0.12207930535078049,-0.9862699508666992,-0.028091639280319214,-0.015018368139863014,-0.3302890658378601,0.5478060245513916,-0.7947600483894348,0.12152324616909027
-0.052767537210640356,-0.07062819539818027,0.0035759506788850884,0.9960996306513091,-0.10582599064744234,-0.14159013094110862,-0.00033160065152659264,-0.1403280794620514,0.10562867671251297,-0.9844544529914856,-0.0054279714822769165,-0.13675111532211304,-0.7085651755332947,0.4462243318557739,-0.6433395147323608,-0.08531910181045532
-0.045668556996785625,-0.07845460542967458,0.0035006271469432693,0.9958650413229626,-0.0916369164270859,-0.15724490555300782,-0.00019432819146566078,-0.1559406965970993,0.09150882065296173,-0.9835184812545776,-0.02286827564239502,-0.04084276035428047,-1.0754536390304565,0.12713055312633514,0.16902635991573334,-0.004685070365667343
-0.04810587691739665,-0.06666224571297118,0.002351680066664485,0.9966125391108057,-0.0963483747998325,-0.13366230849962438,-0.0017343083291707314,-0.13264663517475128,0.09619948267936707,-0.9864839315414429,0.009399019181728363,-0.09368333220481873,-0.713098406791687,-0.3396646976470947,1.108661413192749,-0.03573974221944809
-0.051828927358493135,-0.030904846357395783,-1.3586226597096298e-05,0.9981776653005483,-0.1036536263422448,-0.062071250574493794,-0.0032480919437449037,-0.06169850751757622,0.10346821695566177,-0.9927172660827637,-0.03136584162712097,-0.23017776012420654,0.4907204806804657,0.0828380286693573,1.8078975677490234,-0.020144492387771606
-0.04708141197491166,-0.009252735691342702,-0.006384814931518212,0.9988277890501288,-0.09407298321993902,-0.019170926539591782,-0.013686868187337017,-0.01908503845334053,0.09393439441919327,-0.9953954219818115,-0.06844399869441986,-0.16349491477012634,1.0745055675506592,0.23016193509101868,0.019337967038154602,-0.3408806025981903
-0.0402807537087665,-0.008662972909503075,-0.012996798600698597,0.9990663055631416,-0.0803475281185279,-0.018417264592196676,-0.02675673209593149,-0.01835685968399048,0.08026120811700821,-0.9966048002243042,0.07904684543609619,-0.2628493905067444,0.8603911399841309,0.6394704580307007,0.5194190740585327,-0.3726070523262024
-0.02860316945349538,-0.011413862570918795,-0.023651277624543353,0.9992459077899192,-0.05665359650484043,-0.024204707214647864,-0.04801528295314689,-0.024163564667105675,0.05662339925765991,-0.998103141784668,-0.08424551039934158,-0.16989775002002716,0.4880073368549347,0.09184122830629349,-0.8221479654312134,-0.7898009419441223
-0.027581495107282843,-0.017621670364078773,-0.04277105208207506,0.9985486546235337,-0.05360119804537394,-0.037614447888471306,-0.0866225564763297,-0.037551622837781906,0.05357563495635986,-0.9978574514389038,-0.21930958330631256,-0.16914576292037964,0.0695825070142746,0.5589991807937622,-0.01852281391620636,-0.9878534078598022
