QuaternionX,QuaternionY,QuaternionZ,QuaternionW,AttitudePitch,AttitudeRoll,AttitudeYaw,GravitationalAccelerationX,GravitationalAccelerationY,GravitationalAccelerationZ,AccelerationX,AccelerationY,AccelerationZ,RotationX,RotationY,RotationZ
-0.22436680506036094,-0.08810980631945763,3.429187802706959e-17,0.9705133247216837,-0.45059580512234326,-0.1911483475083306,-0.04393589391929569,-0.17102348804473877,0.43550196290016174,-0.8837924003601074,0.34958890080451965,0.11257483810186386,0.06732136011123657,-0.18707939982414246,0.7674453258514404,-0.13987404108047485
-0.23361631838698807,-0.039970865420498686,0.002841759424482462,0.9715028537067711,-0.47141232238725556,-0.08578648901068565,-0.014765075383628373,-0.0763358622789383,0.45414504408836365,-0.8876515030860901,0.25988778471946716,0.10055278241634369,0.12422490119934082,-0.443179190158844,0.5015220046043396,-0.16736933588981628
-0.2534966337999385,0.0011075825614158116,0.003165692131950424,0.9673304699492586,-0.5125750920617101,0.0043004698191427704,0.0076721310229653245,0.0037477780133485794,0.4904230535030365,-0.8714764714241028,0.16304118931293488,-0.024424519389867783,0.09800119698047638,-0.28557783365249634,0.5380845069885254,-0.43088477849960327
-0.2743405259155913,0.026080402540453285,-0.00955549498418227,0.9612314011903971,-0.5561353308417442,0.0528865341547315,-0.004780723634525307,0.044895682483911514,0.5279079079627991,-0.8481141924858093,0.10364110767841339,-0.08666680753231049,0.03733673319220543,-0.14589786529541016,0.7605974674224854,-0.9744440913200378
-0.27905348610227154,0.042551069525051395,-0.03806813726711759,0.9585767814710444,-0.5683332543591273,0.0716451588068951,-0.05845100452582501,0.0603308379650116,0.5382280945777893,-0.8406370878219604,0.0743766501545906,-0.13606856763362885,0.08762645721435547,-0.13253188133239746,1.2131285667419434,-1.5584487915039062
-0.284057741076814,0.057116706484706306,-0.0804136582295979,0.953720345710469,-0.5835731285971578,0.07588172866169597,-0.14543185443616516,0.06326248496770859,0.5510092377662659,-0.8320977687835693,0.08388825505971909,-0.13302405178546906,0.057409532368183136,-0.4002937078475952,1.5495319366455078,-2.0989179611206055
-0.29342522394437787,0.07562403721919513,-0.1318217366153039,0.9438250172418594,-0.6111649473233727,0.07993082402304,-0.2523123927369167,0.06539206951856613,0.5738219618797302,-0.8163653016090393,0.08552137017250061,-0.07023800164461136,0.1196390688419342,-0.63420569896698,1.4382717609405518,-2.350778579711914
-0.3045146283892655,0.09066411593117496,-0.18440823075215876,0.9300776660192193,-0.6433547769540762,0.07047475954449513,-0.3679721744637562,0.0563393235206604,0.599882960319519,-0.7981017231941223,0.16635920107364655,-0.08202841877937317,-0.02397558093070984,-0.5791592001914978,1.5955016613006592,-2.434448480606079
-0.31166652839390385,0.10603752976813405,-0.23627476270017034,0.9142178049679017,-0.6687046759580897,0.059432660581939224,-0.4851694102879052,0.04660491645336151,0.6199702024459839,-0.783240020275116,0.14059415459632874,-0.017141755670309067,0.007306763902306557,-0.3694135546684265,1.2701318264007568,-2.198965072631836
-0.3139253332620985,0.11473015651805538,-0.2774786181349838,0.9007183418795044,-0.6805067032154136,0.041779679521695305,-0.5828835448319326,0.03246396780014038,0.6291869878768921,-0.7765757441520691,0.009669007733464241,0.018907155841588974,0.16202737390995026,0.006861627101898193,0.5959022045135498,-1.6002408266067505
-0.3161900133902024,0.10679008939602366,-0.3003019492593317,0.8935538338336815,-0.6805288319662137,0.0012099647680524942,-0.6480053431777213,0.0009404223528690636,0.6292041540145874,-0.7772395014762878,-0.08845768123865128,0.05586819350719452,0.0956646203994751,-0.010112274438142776,-0.5954030156135559,-0.9158864617347717
-0.3247151232719805,0.08954984620402223,-0.3057398147751046,0.8905414310627003,-0.6855546528597412,-0.05048339853946782,-0.6794402456396511,-0.03906099870800972,0.6331024765968323,-0.7730818390846252,-0.11263950169086456,0.056191254407167435,-0.14256207644939423,-0.2783026099205017,-0.794390082359314,-0.3221646547317505
-0.33519369317986974,0.0796020765377747,-0.30210557237153507,0.8888423809401675,-0.69966990613776,-0.07984428540142849,-0.6844174443898713,-0.061020378023386,0.6439652442932129,-0.7626173496246338,-0.15561822056770325,0.008506905287504196,-0.11828798800706863,-0.3955967426300049,-0.5816996097564697,0.14939182996749878
-0.3443780463108608,0.07449928174082526,-0.2926095513847468,0.8889507238938876,-0.7153327397559807,-0.0916456667155464,-0.6702573285999389,-0.06908424198627472,0.655868649482727,-0.7517071962356567,-0.11584308743476868,-0.0171176940202713,-0.10920161008834839,-0.31463876366615295,-0.45291242003440857,0.4592125415802002
-0.35122961412634357,0.07224609626236958,-0.2771191344476683,0.89141636798257,-0.729135530324549,-0.08843185754039008,-0.6365743538113113,-0.06586220115423203,0.666225254535675,-0.7428364753723145,-0.04037165269255638,0.01449117623269558,-0.0637969896197319,-0.29075688123703003,-0.5286245346069336,0.901459813117981
-0.35673893655939487,0.07097190464031114,-0.2530562798073197,0.8964724247565174,-0.7416873570293091,-0.0723528107891853,-0.5783871148833027,-0.053301356732845306,0.6755330562591553,-0.7354006171226501,0.0200238898396492,-0.1174732893705368,-0.09756466746330261,-0.10045105218887329,-0.5772206783294678,1.2263134717941284
-0.3545725352028096,0.06869823590228401,-0.2274908314297673,0.9043266326466257,-0.737656163035536,-0.050116061757290095,-0.5122634443574405,-0.03707272186875343,0.6725552678108215,-0.7391177415847778,-0.0001223534345626831,-0.20019978284835815,-0.06414249539375305,0.2912178337574005,-0.4684668183326721,1.2912518978118896
-0.34798035408952654,0.06662979011558263,-0.2006560146507388,0.9133495458731369,-0.7240108404892368,-0.023944094613732772,-0.4415818059193102,-0.017936134710907936,0.6623947620391846,-0.7489402890205383,-0.03711267188191414,-0.21339954435825348,-0.041042014956474304,0.4254325032234192,-0.5887387990951538,1.3024449348449707
-0.3419448278716439,0.06163345210959773,-0.17242100220341652,0.9217082327076991,-0.709692480483267,-0.005669728723587776,-0.37195966213461384,-0.0043008276261389256,0.6516005396842957,-0.7585501074790955,-0.07755604386329651,-0.1729176640510559,-0.052534397691488266,0.3008061945438385,-0.7643647193908691,1.3275156021118164
-0.3390585092137136,0.05483673952575702,-0.14147743779453853,0.9284483766782556,-0.7011711206950566,0.007705879034341724,-0.29961652260692234,0.005887898616492748,0.6451129913330078,-0.7640644907951355,-0.11780169606208801,-0.10633392632007599,-0.09078102558851242,0.1310754120349884,-0.9147465825080872,1.44489324092865
-0.3375884325310562,0.04766198827814214,-0.10647059227460054,0.9340376598778873,-0.695526614964203,0.02234045171674451,-0.21890080138310644,0.017149697989225388,0.6407898664474487,-0.767524778842926,-0.1632501780986786,-0.08151885867118835,-0.08109394460916519,0.15372592210769653,-0.9215046167373657,1.6251798868179321
-0.333757169461073,0.03804792407675588,-0.06711188732431247,0.9394969248899603,-0.6844340202711189,0.03446017666996225,-0.13034851558992358,0.026693664491176605,0.6322346329689026,-0.7743170261383057,-0.2103336602449417,0.009677615016698837,0.02859741821885109,0.2518318295478821,-1.2911038398742676,1.8587486743927002
-0.330695941513967,0.021587087951541253,-0.017855921154503726,0.9433214724905057,-0.6747166517180444,0.037040046116697506,-0.024859290734704047,0.028917362913489342,0.6246761083602905,-0.7803483605384827,-0.22050170600414276,0.05243010073900223,-0.13305549323558807,0.044231951236724854,-1.776277780532837,2.2412233352661133
